user_id,product_id,product_category,interaction,price
326,285,Groceries,1,112.31987364860564
720,22,Groceries,0,141.01186392683172
202,159,Electronics,1,659.2650254456842
295,28,Furniture,1,673.1826854488929
485,299,Groceries,0,78.81534871537592
402,13,Groceries,0,108.00301135996843
241,235,Furniture,1,1289.713602871635
634,355,Electronics,0,1391.1205234210888
589,20,Electronics,0,745.126170431271
752,77,Clothing,0,49.01539182641805
268,226,Clothing,1,205.55684572708313
920,217,Toys,0,116.21606332617074
103,55,Toys,1,85.1643579742331
82,365,Clothing,0,323.0578130906871
947,346,Clothing,1,439.7348473676391
176,175,Toys,0,131.45455222765372
840,205,Toys,0,141.47376030686107
209,71,Clothing,0,27.612198945826893
482,160,Electronics,1,1190.5448506086575
741,105,Clothing,1,223.7759342796551
337,145,Furniture,0,1868.9067694521166
878,461,Clothing,0,495.2426499617476
499,467,Clothing,1,309.17888681181563
996,318,Furniture,1,1381.3453927609964
604,128,Electronics,0,544.7915219472097
402,454,Electronics,0,1016.0022417177942
489,12,Toys,0,81.84654194606338
806,171,Electronics,0,876.7688722891861
365,336,Toys,1,59.713671761203194
322,174,Clothing,0,235.95496158616595
330,285,Furniture,1,816.1605591414731
46,345,Furniture,0,1115.926275959091
671,237,Electronics,1,1371.9969621025364
116,255,Electronics,0,952.5593846556419
977,73,Furniture,1,1075.5837331993332
392,466,Toys,0,34.612803394358494
343,16,Toys,1,55.901987856111354
104,83,Groceries,1,62.49271143753567
461,43,Furniture,1,2421.1500115819235
653,276,Electronics,1,1722.2051790348628
386,259,Groceries,1,79.39855938301785
206,115,Toys,1,174.33645365723555
463,86,Furniture,0,2716.9667813696306
627,241,Toys,1,135.9478950385447
744,327,Electronics,0,1895.6024258125594
473,318,Electronics,0,1464.2717446270997
343,291,Furniture,1,1575.812268388421
552,127,Clothing,0,41.300237164385166
146,423,Furniture,0,669.8282161614674
80,99,Toys,0,130.89395826751922
214,129,Groceries,0,106.78733675480585
808,466,Electronics,0,1995.23245246388
756,323,Toys,0,23.31425612881742
6,79,Furniture,1,530.4213214371805
941,115,Toys,0,94.10484346615814
10,479,Furniture,1,2544.9121415000213
560,494,Electronics,0,608.328547279454
194,346,Toys,0,165.8097700698078
580,95,Toys,1,53.26577794244242
289,185,Clothing,1,134.9178834990734
865,235,Furniture,1,1341.488232880638
319,423,Furniture,0,2240.620794796485
48,179,Toys,0,10.05596667876715
391,140,Clothing,0,220.82920715098172
496,143,Toys,1,111.24048051021147
310,153,Toys,1,107.59783933471718
738,96,Groceries,0,245.54037527414107
393,211,Furniture,1,822.47840804243
88,163,Electronics,1,1759.0115628039403
243,258,Furniture,0,2549.2715503062996
869,353,Toys,1,60.422408745001434
605,328,Electronics,1,1669.0661957175078
856,475,Clothing,1,444.0683833656896
785,75,Clothing,0,177.9311535701475
360,486,Groceries,1,86.80234430855839
948,417,Electronics,0,1756.6104249240768
189,6,Clothing,0,410.5527837858984
16,64,Furniture,0,484.70450505274783
790,385,Groceries,0,271.5292085004786
693,123,Toys,0,184.6371718626533
13,128,Toys,0,72.35328810883418
386,30,Electronics,0,774.1374653171262
283,340,Clothing,0,413.54993443525547
712,38,Toys,0,99.39795040785329
16,145,Toys,1,116.04749486431726
535,237,Furniture,1,1398.236199906135
248,73,Clothing,0,348.4761119953504
487,217,Electronics,0,1968.052294272355
125,194,Electronics,0,1065.7783298563984
610,82,Electronics,0,396.56986922291264
534,492,Toys,1,179.60890148124258
926,261,Toys,0,95.14178160805227
807,343,Clothing,0,250.34444410473662
927,177,Electronics,0,1683.6764647455298
183,355,Groceries,1,95.32664267889777
97,7,Groceries,0,188.71328341353836
331,415,Electronics,0,177.32112926263483
306,228,Electronics,1,139.10506820503042
232,271,Clothing,0,270.5356179450126
16,197,Groceries,0,248.06075331211633
917,356,Groceries,1,218.0439523389939
975,29,Furniture,1,2334.376656609179
642,145,Toys,0,38.04036422538107
991,477,Clothing,0,358.665335633092
667,288,Groceries,1,189.3674796481175
691,283,Clothing,0,115.37927922422277
397,208,Toys,0,69.27816620852109
569,69,Clothing,1,127.1781766997109
931,155,Electronics,0,1563.769437447128
1,397,Toys,1,19.35216052334637
618,427,Furniture,1,634.372983382942
919,318,Clothing,1,433.4114411935429
342,123,Furniture,0,1311.2768635784043
966,465,Electronics,1,430.4658557328701
560,265,Groceries,1,56.00777883456931
45,90,Groceries,1,76.79816735509502
781,422,Furniture,1,1411.7273488886735
192,367,Toys,0,118.32594688745988
67,101,Electronics,0,631.1809458565036
335,43,Electronics,0,1967.9860256969646
472,103,Clothing,0,290.5110836432678
952,127,Clothing,0,368.06901772946
69,134,Toys,0,162.6239987316647
851,8,Clothing,1,138.18369857147454
321,392,Toys,0,199.48254636389262
1,54,Clothing,0,239.7115412807995
53,290,Furniture,1,2388.1318991213393
274,236,Groceries,0,162.6625905231746
192,36,Clothing,1,492.0410806767635
344,120,Toys,1,43.61928045022691
874,356,Furniture,0,2470.4481675355714
292,437,Electronics,1,1449.5535858770495
551,480,Furniture,1,439.4408657811439
572,283,Clothing,0,304.167852025437
625,167,Furniture,1,1008.3554853707429
587,85,Toys,1,101.1112308301844
797,462,Furniture,0,881.9079022389365
541,422,Toys,1,28.411643423901598
429,429,Furniture,0,1520.40913506265
535,83,Groceries,0,254.52304059853557
463,178,Groceries,0,26.604396686587094
89,466,Toys,0,116.57029401541399
41,368,Toys,0,95.30977828124313
43,398,Clothing,0,220.1149172379611
663,464,Furniture,1,2183.8472341936013
991,151,Electronics,0,1249.1619286091102
283,348,Toys,1,190.434460996257
971,158,Groceries,0,141.12175747082395
444,129,Clothing,1,364.682656247977
412,58,Groceries,0,128.16217545476513
288,25,Groceries,1,50.928020358423346
472,94,Furniture,0,2187.653954926565
682,156,Clothing,1,197.14256272703727
818,152,Furniture,0,1543.0127093083709
360,480,Clothing,0,416.69493156488704
181,1,Clothing,1,123.26554471107791
248,75,Toys,0,122.64231999626014
61,144,Clothing,1,195.2793805860617
892,362,Clothing,1,72.66184664286789
917,18,Groceries,0,187.4983906546188
836,17,Electronics,0,848.2277410009573
464,8,Toys,0,130.7257738012254
991,421,Furniture,0,904.774826804487
956,411,Furniture,1,1745.6456235166527
458,53,Electronics,1,135.21728700739538
896,409,Toys,1,151.30390685605076
42,367,Toys,0,182.92223474059443
572,127,Toys,1,165.55006534701687
354,448,Toys,1,199.6970637480482
91,153,Clothing,0,319.445767593045
360,115,Toys,0,126.90124738399744
368,469,Furniture,1,463.99649458762605
527,280,Toys,0,119.32735382045767
569,402,Furniture,0,656.8969891271615
785,29,Toys,1,84.84632881991857
166,354,Toys,1,64.2952191396107
159,478,Toys,1,20.895247906167846
375,218,Toys,1,118.16765771114156
556,471,Electronics,1,1398.4561836951268
643,228,Toys,0,111.16576160997639
709,262,Clothing,1,319.28590377765124
914,306,Electronics,1,1869.048258749862
662,243,Clothing,1,156.90354508117915
505,221,Toys,0,94.10303143645261
577,298,Furniture,0,1154.0415263672185
860,303,Groceries,0,6.933315561887172
766,112,Toys,1,188.66922691956435
679,270,Groceries,1,120.47462424340856
558,144,Groceries,1,149.98655163167916
870,147,Furniture,0,1161.5434975069543
520,66,Furniture,0,785.307521333076
981,480,Groceries,1,56.79210132892949
737,225,Clothing,0,406.00761826083834
643,172,Electronics,0,1938.5200998551468
599,342,Toys,1,136.6492542282296
451,128,Furniture,1,686.4812975565414
816,352,Toys,0,61.7717076024148
678,142,Electronics,1,336.2741037640685
700,282,Groceries,1,297.7349647215721
768,490,Groceries,0,41.98465958920571
236,204,Groceries,1,29.25088449633664
330,116,Toys,1,53.7024823656127
784,395,Toys,1,128.4276453890835
199,369,Toys,0,23.412397188901465
447,220,Clothing,1,486.0089330079461
854,264,Toys,0,188.83190609473496
275,194,Groceries,1,33.17953618267547
473,366,Toys,1,60.03793860679793
258,288,Furniture,0,1914.497265326762
73,471,Electronics,0,1619.7854128623844
534,16,Furniture,1,2324.620111202162
703,493,Electronics,1,1295.877032136996
838,111,Clothing,1,278.9071195957195
455,294,Groceries,0,269.9061256864118
261,271,Clothing,0,291.14906725487964
626,468,Furniture,1,1151.4712521887109
364,390,Furniture,0,2506.4847413427647
709,333,Groceries,1,171.00793786260488
956,351,Furniture,1,357.6367114176784
143,226,Groceries,0,37.5600274641622
306,122,Electronics,0,1858.3398257796102
200,390,Furniture,0,2403.823531321745
22,483,Groceries,1,224.02185441220854
844,377,Electronics,1,1025.0349586727243
741,441,Electronics,0,1693.766952479106
779,71,Clothing,0,397.35814044491906
464,118,Groceries,1,31.5818115144854
548,75,Groceries,1,245.94116873700324
646,380,Groceries,0,13.44903658601124
883,128,Toys,1,60.3439921996876
236,363,Clothing,0,272.5332996756689
290,142,Groceries,1,159.90961395792738
476,391,Furniture,1,2108.035183591997
746,182,Clothing,1,475.88255232148373
905,168,Furniture,1,1214.088721995552
80,216,Electronics,1,656.7874867671936
767,456,Groceries,0,33.3273924808058
208,64,Furniture,1,277.0765688445502
305,62,Electronics,1,716.1044445331584
924,464,Furniture,0,1391.6515086559991
346,158,Electronics,0,451.85208265441725
212,404,Clothing,0,219.73411796681833
77,198,Furniture,0,911.3341205832345
17,144,Clothing,0,442.0234007451422
748,259,Furniture,1,1027.3585444431715
43,60,Furniture,0,592.288379610616
508,399,Clothing,0,141.8622068249871
330,162,Groceries,1,162.55608010398618
359,111,Furniture,1,1383.8347605585043
909,53,Electronics,1,1797.0525092290347
945,5,Furniture,0,809.1064911276377
455,109,Clothing,0,402.2186746678151
358,363,Electronics,1,1374.276671934049
183,336,Electronics,1,178.24638741088955
245,200,Groceries,1,86.2544994527535
63,239,Clothing,0,393.73375349614054
828,311,Furniture,1,1828.920398083354
679,96,Electronics,0,437.70921045678176
414,158,Clothing,0,358.0665824882465
711,298,Groceries,1,159.39471817720332
379,397,Groceries,0,293.7827482854272
190,18,Groceries,1,8.022362665187764
67,209,Electronics,1,1999.7572520224842
460,65,Toys,0,58.21221536793597
514,310,Furniture,1,2657.2189588480437
630,211,Groceries,0,165.38893695005703
141,141,Furniture,0,1054.7062718855532
502,123,Toys,1,70.93180482150947
917,362,Electronics,0,1053.613639841676
184,121,Toys,0,150.28264811247814
729,25,Furniture,0,617.4465115452026
405,383,Toys,1,161.4032679466265
524,311,Furniture,0,1325.3728152417061
480,67,Furniture,1,1845.8429021685029
354,35,Furniture,1,844.1268205657176
314,162,Groceries,0,247.51013488692016
920,189,Groceries,0,126.33623227923016
460,9,Furniture,0,1695.5326620860637
700,466,Clothing,1,214.4545188221818
31,95,Electronics,1,1833.270138417258
68,443,Furniture,1,924.3260043525518
369,309,Electronics,0,1872.4110710435489
303,459,Furniture,1,2685.136992940371
801,388,Toys,0,185.2903822068689
34,262,Clothing,0,322.7030896146464
697,244,Electronics,1,1755.5783286896265
878,237,Clothing,0,398.662920022467
817,195,Furniture,1,537.2431360586274
317,301,Clothing,0,449.73346053607344
25,145,Clothing,1,451.97083204038483
41,69,Groceries,0,280.97451817064353
296,465,Electronics,1,1745.6823154949905
20,441,Clothing,0,38.75909658089904
9,441,Furniture,0,2767.6974410779794
623,475,Clothing,1,100.29041710563746
934,364,Toys,1,183.02278401965023
556,183,Electronics,1,266.5789057164524
111,106,Clothing,0,433.7096330185181
838,98,Groceries,1,78.85237637915166
158,456,Electronics,0,1716.3688704007582
652,84,Electronics,0,1192.6766648225134
546,341,Groceries,0,246.9390797749257
476,92,Clothing,0,144.29965244197064
948,304,Electronics,1,902.5421028945216
343,492,Electronics,1,157.5613970768552
430,357,Clothing,0,141.41526607006887
264,334,Toys,1,100.40165092630224
563,81,Furniture,1,353.07796614212924
57,283,Furniture,0,2254.958952748789
151,301,Toys,1,185.72951769506835
621,200,Groceries,1,174.68020368746403
411,255,Clothing,0,156.122506025457
170,73,Groceries,1,246.66709413977225
80,9,Clothing,0,155.0472872417813
558,243,Electronics,1,1742.4740001525427
457,196,Electronics,1,1725.603427870918
806,490,Groceries,0,17.27427831349454
768,16,Toys,0,160.56519962270872
963,468,Clothing,0,328.27167787655685
784,269,Furniture,1,2454.5216488738547
575,241,Toys,1,123.9001615485144
20,282,Furniture,0,1489.2369794041067
163,244,Clothing,1,135.72655195265187
602,182,Clothing,0,433.2855366122069
893,489,Electronics,0,1125.4450032253892
64,235,Electronics,1,459.0443923436447
109,352,Furniture,1,490.9798357225149
909,206,Furniture,0,1650.8040362625045
519,52,Clothing,0,335.72601616300835
377,482,Clothing,0,427.35631215857654
325,281,Electronics,0,114.33682797877883
660,188,Electronics,1,512.4797882465525
774,210,Groceries,1,83.20539659642907
885,188,Clothing,1,379.540777839404
898,215,Furniture,1,367.3776606895578
438,278,Toys,1,22.62442287741016
75,480,Electronics,1,864.6705930894085
132,56,Groceries,0,230.1752752261291
511,321,Groceries,0,83.00771474275632
981,351,Furniture,1,1598.3834906325078
839,387,Clothing,0,282.4812662340864
432,333,Groceries,1,277.56426625900735
555,27,Toys,1,108.03614830138787
749,411,Groceries,0,48.87340240158111
303,252,Toys,0,113.75064546973555
939,155,Furniture,0,1776.5782390380805
836,398,Electronics,1,491.07384406839213
617,449,Clothing,0,231.67296388234428
104,245,Clothing,0,79.92103747555683
580,82,Clothing,1,28.158287745022097
611,394,Clothing,0,461.4312666715608
736,119,Electronics,1,162.64903507139002
597,326,Electronics,1,1405.3173622232484
828,222,Furniture,1,2510.054165605194
467,124,Electronics,1,583.6468560483199
852,207,Clothing,1,63.20123771219768
378,421,Groceries,0,193.81795359432655
446,318,Toys,1,102.67076175023969
477,407,Clothing,1,342.099036574992
501,25,Electronics,1,1090.9170003219729
629,238,Clothing,0,332.8743204858037
542,389,Furniture,0,1648.789631879532
125,265,Electronics,0,1642.2538312335885
976,197,Clothing,1,479.5531684155878
457,497,Furniture,0,2366.733349129533
347,25,Groceries,0,194.59569707270347
499,307,Electronics,1,1980.6810368356355
885,363,Clothing,0,421.49533194441096
78,67,Groceries,1,126.87837974292205
682,27,Furniture,1,1434.5606983088169
598,353,Clothing,1,344.48430240577943
157,241,Clothing,1,386.9069158490964
413,374,Furniture,0,569.2158147400971
928,333,Furniture,1,217.0852296219791
815,318,Electronics,1,1954.2153543322452
469,465,Electronics,0,946.7953678944754
515,41,Clothing,1,214.2623698700893
482,274,Furniture,0,889.577812232638
78,18,Toys,1,96.76435103842626
468,297,Groceries,0,298.9864127919392
134,211,Electronics,1,1675.24330080206
477,339,Toys,0,193.71639449794029
219,342,Furniture,1,982.3426778641171
604,65,Clothing,0,347.8225438267926
321,342,Toys,0,107.96746369648405
686,32,Electronics,0,537.34964305433
714,396,Toys,1,189.111911709016
306,285,Toys,1,115.54838974488972
182,303,Electronics,1,471.0207640878503
517,277,Electronics,1,653.1019731135024
820,456,Groceries,0,297.84006372679005
150,478,Clothing,0,477.3606279770466
734,272,Groceries,1,151.99879953892435
712,399,Clothing,0,297.79218701375027
900,321,Furniture,0,2763.4767843976983
921,458,Furniture,0,1112.7925296957933
783,466,Clothing,0,326.96081368558526
39,135,Toys,0,101.49406137260449
607,304,Groceries,0,58.621817304551044
460,6,Toys,0,192.54684085160338
662,329,Electronics,0,1269.5601820035154
949,439,Clothing,0,166.6668676907714
106,422,Clothing,1,485.21739492192796
722,419,Electronics,1,1185.3111419566872
156,274,Clothing,0,69.67579954462018
866,357,Clothing,0,296.26646513559297
519,411,Electronics,0,1442.6734870858609
129,118,Electronics,1,982.6251539714634
417,82,Groceries,0,144.2802804915702
316,385,Electronics,0,174.16044788248723
332,464,Clothing,1,235.03948911065038
276,444,Groceries,1,264.67163067909974
8,311,Toys,1,43.820175873019814
707,62,Toys,0,149.94358533629324
808,261,Electronics,0,1636.3743701963685
397,421,Furniture,1,502.85943410423346
568,172,Groceries,0,253.59110715324115
607,258,Groceries,0,227.74584948196517
951,360,Groceries,0,213.05153897718677
954,275,Electronics,1,1270.87119048222
447,238,Electronics,0,1251.0344723773587
708,51,Groceries,0,200.11216318926435
708,479,Furniture,0,2869.4775185530816
52,412,Groceries,1,103.40241345983286
16,321,Electronics,0,857.3032267803238
51,256,Clothing,0,64.3481471182024
820,23,Clothing,1,119.33743795999901
809,69,Furniture,1,1374.6625638047258
878,9,Toys,0,91.04299689290009
583,348,Toys,1,158.4160966977374
769,427,Clothing,1,43.60735423345231
978,261,Toys,0,52.63210271705161
455,123,Furniture,1,1495.891280999447
744,456,Toys,0,86.83290808505465
276,255,Groceries,0,119.43435442912946
405,28,Toys,1,150.6815847175889
730,369,Toys,0,167.8172440990663
741,424,Clothing,1,45.431593660131604
308,498,Furniture,0,449.19624186358556
775,62,Furniture,1,1251.886647369513
119,153,Furniture,0,1007.0036842311063
448,91,Clothing,0,308.7764710570925
405,87,Groceries,1,114.15078999361205
81,360,Electronics,1,1033.6726797424735
383,480,Clothing,0,133.30180397815099
404,48,Electronics,1,1780.8930859734498
92,204,Furniture,0,2311.5871231963474
340,37,Electronics,0,1097.010806197007
364,422,Clothing,1,422.53669287679105
90,240,Electronics,1,1222.1730478497645
373,196,Toys,1,24.35343443352255
97,437,Clothing,0,412.1594185692796
582,22,Toys,0,93.2319980720816
684,370,Groceries,1,127.73536874535499
223,348,Clothing,0,194.19812461682037
922,403,Toys,0,107.76025478786644
142,177,Clothing,1,321.0449120074552
347,407,Clothing,1,432.57946541561427
782,478,Toys,0,176.9936130292015
836,396,Groceries,1,285.7249601067084
175,3,Furniture,1,1410.9472923134329
270,2,Furniture,0,372.9971853353461
976,399,Clothing,1,123.21371003155514
931,320,Clothing,0,338.2457611657077
819,428,Electronics,0,1479.7453444476826
407,55,Furniture,1,710.6919245326808
524,12,Electronics,0,427.2712967918348
782,35,Furniture,1,2522.170141096541
379,287,Groceries,0,47.27757112972981
485,497,Furniture,1,1369.3631150739297
534,8,Clothing,1,196.2304222801255
127,397,Toys,1,141.5356579032751
115,173,Toys,1,30.047069237042663
687,311,Groceries,1,268.299141346866
634,262,Clothing,0,43.46938341977026
799,208,Toys,0,141.36926427089008
209,292,Furniture,0,530.6755805072631
843,180,Clothing,0,148.18161657622989
359,424,Groceries,1,29.686605392454872
618,383,Clothing,0,364.62171903053496
410,458,Clothing,0,390.85843058261753
517,212,Electronics,0,1068.7428000939399
584,397,Toys,1,16.016855359089117
693,159,Electronics,1,1745.8886264122439
802,177,Groceries,0,60.70347511876693
749,123,Electronics,1,1054.4050781112082
275,174,Toys,1,61.72828352744778
946,63,Groceries,0,191.25688422623634
158,16,Groceries,1,107.84205755070211
919,101,Electronics,1,1816.4378160904055
317,73,Toys,1,16.81811141938958
317,386,Groceries,0,20.797867144947716
520,9,Groceries,0,259.20676841427877
642,152,Furniture,1,2708.2980077126044
118,42,Groceries,0,234.20684466840186
831,415,Electronics,0,1180.8222141483836
157,240,Furniture,0,528.3955164934476
691,460,Furniture,1,1220.3397800560363
973,500,Furniture,0,1240.594892579988
603,283,Furniture,0,1386.842962525048
661,152,Toys,1,106.4018319511265
324,153,Groceries,0,117.43974327139128
644,230,Clothing,1,380.7271117942123
316,450,Furniture,1,2471.042373507085
958,154,Clothing,0,239.12506923306984
712,486,Groceries,0,113.95147000779443
426,113,Clothing,0,425.461075110756
610,64,Groceries,0,205.30559225694105
339,243,Toys,0,143.1804492990489
986,107,Groceries,1,15.197768021045308
222,391,Electronics,1,1468.954195960629
675,211,Clothing,0,113.76583272059948
862,233,Toys,0,175.32978746076836
672,348,Groceries,0,128.13457990133963
406,310,Groceries,0,13.10336589062029
100,48,Clothing,0,272.16874334135065
805,45,Electronics,0,1141.2672040899283
343,345,Groceries,0,43.88125022726713
130,225,Toys,0,50.60518861467889
613,291,Groceries,0,15.285913785309507
437,272,Clothing,0,208.5902193952005
333,262,Toys,1,93.46527374077004
872,154,Electronics,0,1039.174470562256
725,134,Clothing,1,288.0252692373998
689,409,Toys,0,66.6625946687238
444,271,Clothing,0,370.6562739320604
697,53,Groceries,1,222.86094893256148
229,195,Clothing,1,467.07248694582626
591,11,Electronics,0,688.6357740907036
727,492,Clothing,1,329.24189360249534
727,430,Groceries,1,165.6962039952223
123,139,Electronics,1,333.1428431886055
18,284,Furniture,1,2449.2656176372257
18,158,Groceries,0,215.95326663757663
270,440,Toys,1,156.24480113560392
185,442,Groceries,1,101.47347620480684
786,440,Groceries,1,277.5125137650406
884,132,Groceries,0,32.452188191102096
780,329,Groceries,0,80.71774161495446
319,234,Toys,1,22.14971368319687
810,99,Groceries,1,147.970366308348
724,80,Electronics,0,736.0467685186197
699,390,Clothing,0,215.82473654626847
904,60,Clothing,1,311.8142576476222
306,472,Clothing,1,309.71592382380805
666,1,Electronics,0,1904.0122818714656
79,16,Toys,0,137.0186775053705
297,82,Electronics,1,1860.047668832868
151,307,Toys,0,40.17018910333275
699,67,Electronics,0,1004.855529898156
381,293,Furniture,1,1498.1735259106229
27,191,Furniture,1,726.318537679414
562,225,Electronics,0,747.0158525758069
166,228,Toys,0,23.804901536474283
935,500,Clothing,1,172.4259404052473
932,345,Furniture,1,421.97135554864826
760,66,Clothing,0,439.9841644039733
4,38,Electronics,0,251.85858385031568
657,152,Toys,0,121.1710991686446
76,313,Groceries,0,14.76799290180632
536,58,Electronics,0,374.1557939257534
848,464,Groceries,1,257.74848586601706
351,107,Furniture,1,1267.8432701326697
141,28,Clothing,1,312.3968059247138
994,426,Groceries,0,133.33404255346008
818,86,Clothing,1,211.94769980724234
219,84,Furniture,0,2106.146540962921
752,167,Toys,0,141.2977856035269
425,215,Groceries,1,215.53694879647415
811,162,Furniture,0,1987.139154236968
653,87,Furniture,0,2727.712604248048
103,148,Clothing,1,365.3006731293268
651,497,Clothing,1,23.744429734637436
199,103,Clothing,0,380.7572955349804
545,82,Groceries,0,118.06945682361533
552,325,Furniture,0,420.32737279539583
806,379,Groceries,1,161.8423066738786
446,197,Electronics,1,733.9844154855166
514,441,Furniture,1,2803.428228688295
93,92,Clothing,0,288.3434565951509
356,239,Furniture,1,2256.705413250656
658,326,Electronics,0,1705.1287441546071
970,274,Toys,0,130.36304372359427
24,98,Clothing,0,293.71650290150774
402,370,Groceries,1,54.37829723652515
56,434,Clothing,1,287.3909231517107
147,179,Clothing,1,201.35123195361768
555,424,Toys,0,92.78373611218714
178,380,Furniture,1,1836.5154407739556
876,130,Clothing,1,473.72025585555815
417,410,Clothing,0,83.9054661686096
555,228,Groceries,0,121.93480622710517
915,53,Groceries,1,185.2880104475435
237,336,Electronics,0,1824.6973625227104
972,443,Furniture,1,2614.1707797139343
780,336,Groceries,1,254.80497898869072
804,368,Clothing,1,186.99222396980238
994,270,Electronics,1,1048.5787492490972
496,125,Clothing,1,74.5648122785198
73,274,Electronics,1,311.8330374641005
567,193,Furniture,1,1210.5207969040143
696,392,Electronics,1,706.2251986673889
612,464,Clothing,1,35.26947541197073
855,202,Furniture,1,2267.4795087480006
449,10,Electronics,0,482.28950416735427
627,464,Clothing,1,311.8156810120893
180,85,Clothing,1,123.1772253843164
940,459,Furniture,0,1618.4903254216551
581,41,Clothing,0,331.3652190849154
666,98,Toys,0,11.454079170837176
998,105,Electronics,1,518.6054551738303
300,342,Toys,0,108.9960089317844
409,17,Toys,0,174.70474231147148
158,375,Clothing,1,498.2828750922674
45,80,Clothing,1,235.2708594148159
804,125,Groceries,1,159.73141931227715
344,268,Groceries,0,207.68475167315768
860,59,Electronics,1,1533.839416183078
252,293,Clothing,0,375.6349292408907
862,107,Toys,0,129.58644119726162
704,498,Furniture,1,461.5713205312476
362,294,Groceries,0,95.50348702617515
786,364,Toys,1,109.53873588778566
522,280,Clothing,0,139.40950420241165
798,97,Clothing,1,114.55441478473472
692,458,Electronics,0,874.161549293165
419,331,Furniture,1,2672.0088974253613
168,14,Furniture,1,1790.4575722736347
942,314,Clothing,0,45.430023615394184
716,495,Clothing,1,464.44318962478036
197,60,Furniture,0,1165.11726013632
260,345,Groceries,0,39.96372417195941
807,60,Groceries,1,37.745140931669134
839,438,Toys,0,111.25322309761376
994,489,Furniture,1,1030.6937768866294
978,422,Clothing,0,151.4220340869661
677,194,Toys,1,165.4422512703278
452,308,Groceries,1,203.66127730340224
763,292,Toys,1,184.77831666196914
84,166,Toys,0,51.58218440945109
187,423,Toys,1,96.83554824663257
774,163,Toys,0,54.26702434383386
942,253,Groceries,0,287.31545378961675
151,404,Groceries,1,274.09160275549897
643,483,Clothing,1,474.58510602721293
708,30,Clothing,1,428.8692469091229
190,441,Furniture,0,1412.6141074199736
30,66,Clothing,0,32.11330643292919
74,243,Furniture,1,1087.1196232532723
517,269,Groceries,1,92.37247919378527
921,400,Groceries,0,299.9006972472369
578,436,Toys,1,145.38950934751423
113,465,Clothing,0,230.11935466008532
885,481,Electronics,1,318.85817864641393
588,230,Furniture,1,2614.7565347214836
48,90,Clothing,0,300.3071659744019
835,399,Electronics,1,1926.09606996552
207,259,Clothing,1,238.91728365417677
258,119,Toys,0,19.191423349401354
522,27,Electronics,0,339.3900908988704
